areaname,musym,muname,muacres,farmlndcl,compname,nirrcapcl,nirrcapscl,PI
"Hancock County, Ohio",StB2,"St. Clair silty clay loam, 2 to 6 percent slopes, eroded",400,All areas are prime farmland,St. Clair,3,e,56
"Hancock County, Ohio",StC2,"St. Clair silty clay loam, 6 to 12 percent slopes, eroded",379,Not prime farmland,St. Clair,4,e,54
"Hancock County, Ohio",PbA,"Patton silty clay loam, 0 to 1 percent slopes",364,Prime farmland if drained,Patton,2,w,79
"Hancock County, Ohio",Gwe5B2,"Glynwood clay loam, end moraine, 2 to 6 percent slopes, eroded",318,All areas are prime farmland,Glynwood,2,e,65
"Hancock County, Ohio",CoA,"Colwood loam, 0 to 1 percent slopes",308,Prime farmland if drained,Colwood,2,w,97
"Hancock County, Ohio",ToB,"Tuscola loamy fine sand, 2 to 6 percent slopes",306,All areas are prime farmland,Tuscola,2,e,75
"Hancock County, Ohio",TpB,"Tuscola fine sandy loam, 2 to 6 percent slopes",303,All areas are prime farmland,Tuscola,2,e,77
"Hancock County, Ohio",HpA,"Houcktown loam, 0 to 2 percent slopes",301,All areas are prime farmland,Houcktown,1,NA,76
"Hancock County, Ohio",MpD3,"Morley clay loam, 12 to 18 percent slopes, severely eroded",242,Not prime farmland,Morley,6,e,47
"Hancock County, Ohio",NpB2,"Nappanee silty clay loam, 2 to 6 percent slopes, eroded",241,Prime farmland if drained,Nappanee,3,e,65
"Hancock County, Ohio",FoA,"Fox loam, 0 to 2 percent slopes",227,All areas are prime farmland,Fox,2,s,71
"Hancock County, Ohio",KnA,"Knoxdale silt loam, 0 to 2 percent slopes, occasionally flooded",224,All areas are prime farmland,Knoxdale,2,w,78
"Hancock County, Ohio",RoA,"Rimer loamy fine sand, deep phase, 0 to 2 percent slopes",216,Prime farmland if drained,"Rimer, deep phase",2,w,69
"Hancock County, Ohio",ApB,"Arkport loamy fine sand, 2 to 6 percent slopes",210,All areas are prime farmland,Arkport,2,e,64
"Hancock County, Ohio",OwB,"Ottokee loamy fine sand, 0 to 6 percent slopes",199,Not prime farmland,Ottokee,3,s,63
"Hancock County, Ohio",VeA,"Vaughnsville loam, 0 to 3 percent slopes",197,All areas are prime farmland,Vaughnsville,1,NA,69
"Hancock County, Ohio",BgB,"Biglick-Milton complex, 2 to 6 percent slopes",191,Not prime farmland,Biglick,3,e,54
"Hancock County, Ohio",BgB,"Biglick-Milton complex, 2 to 6 percent slopes",191,Not prime farmland,Milton,2,e,54
"Hancock County, Ohio",Gwd5C2,"Glynwood clay loam, 6 to 12 percent slopes, eroded",182,Not prime farmland,Glynwood,4,e,61
"Hancock County, Ohio",DeA,"Del Rey silt loam, 0 to 2 percent slopes",179,Prime farmland if drained,Del Rey,2,w,76
"Hancock County, Ohio",JoA,"Joliet loam, 0 to 1 percent slopes",175,Not prime farmland,Joliet,4,w,45
"Hancock County, Ohio",GaB,"Gallman loam, 2 to 6 percent slopes",164,All areas are prime farmland,Gallman,2,e,68
"Hancock County, Ohio",FsA,"Fulton silt loam, 0 to 2 percent slopes",163,Prime farmland if drained,Fulton,3,w,67
"Hancock County, Ohio",TuB,"Tuscola silt loam, 2 to 6 percent slopes",154,All areas are prime farmland,Tuscola,2,e,79
"Hancock County, Ohio",DuB,"Dunbridge loamy fine sand, 1 to 4 percent slopes",139,All areas are prime farmland,Dunbridge,3,s,56
"Hancock County, Ohio",GmA,"Glynwood loam, limestone substratum, 0 to 2 percent slopes",136,All areas are prime farmland,"Glynwood, limestone substratum",1,NA,73
"Hancock County, Ohio",FbA,"Flatrock loam, 0 to 2 percent slopes, occasionally flooded",135,All areas are prime farmland,Flatrock,2,w,78
"Hancock County, Ohio",SfB,"Shinrock silt loam, 2 to 6 percent slopes",129,All areas are prime farmland,Shinrock,2,e,77
"Hancock County, Ohio",BgA,"Biglick-Milton complex, 0 to 2 percent slopes",125,Not prime farmland,Milton,2,s,54
"Hancock County, Ohio",BgA,"Biglick-Milton complex, 0 to 2 percent slopes",125,Not prime farmland,Biglick,3,s,54
"Hancock County, Ohio",FtA,"Fulton silt loam, till substratum, 0 to 2 percent slopes",123,Prime farmland if drained,"Fulton, till substratum",3,w,67
"Hancock County, Ohio",RgB,"Rawson sandy loam, 2 to 6 percent slopes",117,All areas are prime farmland,Rawson,2,e,71
"Hancock County, Ohio",SgC2,"Shinrock silty clay loam, 6 to 12 percent slopes, eroded",107,Not prime farmland,Shinrock,3,e,66
"Hancock County, Ohio",RnA,"Rimer loamy sand, 0 to 2 percent slopes",99,Prime farmland if drained,Rimer,2,w,68
"Hancock County, Ohio",HkA,"Haskins fine sandy loam, 0 to 2 percent slopes",83,Prime farmland if drained,Haskins,2,w,73
"Hancock County, Ohio",MwB2,"Mortimer silty clay loam, 2 to 6 percent slopes, eroded",79,All areas are prime farmland,Mortimer,4,e,56
"Hancock County, Ohio",TnA,"Toledo silty clay loam, 0 to 1 percent slopes",74,Prime farmland if drained,Toledo,3,w,78
"Hancock County, Ohio",ChC,"Channahon-Biglick complex, 6 to 12 percent slopes",62,Not prime farmland,Channahon,4,e,46
"Hancock County, Ohio",ChC,"Channahon-Biglick complex, 6 to 12 percent slopes",62,Not prime farmland,Biglick,4,e,46
"Hancock County, Ohio",FoC2,"Fox loam, 6 to 12 percent slopes, eroded",60,Not prime farmland,Fox,3,e,59
"Hancock County, Ohio",OrC,"Oshtemo fine sandy loam, 6 to 12 percent slopes",52,Not prime farmland,Oshtemo,3,e,60
"Hancock County, Ohio",LuB2,"Lucas silty clay loam, 2 to 6 percent slopes, eroded",47,All areas are prime farmland,Lucas,3,e,57
"Hancock County, Ohio",NnB,"Nappanee loam, 2 to 6 percent slopes",44,Prime farmland if drained,Nappanee,3,e,70
"Hardin County, Ohio",PkA,"Pewamo silty clay loam, 0 to 1 percent slopes",78114,Prime farmland if drained,Pewamo,2,w,84
"Hardin County, Ohio",Ble1B1,"Blount silt loam, end moraine, 2 to 4 percent slopes",45456,Prime farmland if drained,Blount,2,e,75
"Hardin County, Ohio",Blg1A1,"Blount silt loam, ground moraine, 0 to 2 percent slopes",41171,Prime farmland if drained,Blount,2,w,78
"Hardin County, Ohio",Blg1B1,"Blount silt loam, ground moraine, 2 to 4 percent slopes",37250,Prime farmland if drained,Blount,2,e,75
"Hardin County, Ohio",Ble1A1,"Blount silt loam, end moraine, 0 to 2 percent slopes",16088,Prime farmland if drained,Blount,2,w,78
"Hardin County, Ohio",Mf,"Milford silty clay loam, 0 to 2 percent slopes",10252,Prime farmland if drained,Milford,2,w,87
"Hardin County, Ohio",Gwe1B1,"Glynwood silt loam, end moraine, 2 to 6 percent slopes",9833,All areas are prime farmland,Glynwood,2,e,70
"Hardin County, Ohio",Gwd5C2,"Glynwood clay loam, 6 to 12 percent slopes, eroded",7725,Not prime farmland,Glynwood,4,e,61
"Hardin County, Ohio",Ro,Roundhead muck,5621,Prime farmland if drained,Roundhead,2,w,86
"Hardin County, Ohio",Gwe5B2,"Glynwood clay loam, end moraine, 2 to 6 percent slopes, eroded",3681,All areas are prime farmland,Glynwood,2,e,65
"Hardin County, Ohio",Gwg1B1,"Glynwood silt loam, ground moraine, 2 to 6 percent slopes",3326,All areas are prime farmland,Glynwood,2,e,70
"Hardin County, Ohio",Mc,McGuffey muck,2946,Prime farmland if drained,McGuffey,3,w,80
"Hardin County, Ohio",Pa,Patton silty clay loam,2597,Prime farmland if drained,Patton,2,w,79
"Hardin County, Ohio",Sa,"Saranac silty clay loam, 0 to 2 percent slopes, frequently flooded",2213,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Saranac,3,w,69
"Hardin County, Ohio",DeA,"Del Rey silt loam, 0 to 3 percent slopes",2043,Prime farmland if drained,Del Rey,2,w,76
"Hardin County, Ohio",FuA,"Fulton silt loam, 0 to 2 percent slopes",1887,Prime farmland if drained,Fulton,3,w,67
"Hardin County, Ohio",La,Latty silty clay loam,1769,Prime farmland if drained,Latty,3,w,81
"Hardin County, Ohio",Gwg5B2,"Glynwood clay loam, ground moraine, 2 to 6 percent slopes, eroded",1701,All areas are prime farmland,Glynwood,2,e,65
"Hardin County, Ohio",Gwg5C2,"Glynwood clay loam, ground moraine, 6 to 12 percent slopes, eroded",1515,Not prime farmland,Glynwood,3,e,61
"Hardin County, Ohio",Ee,"Eel silt loam, 0 to 2 percent slopes, occasionally flooded",1495,All areas are prime farmland,Eel,2,w,71
"Hardin County, Ohio",We,Westland clay loam,1422,Prime farmland if drained,Westland,2,w,83
"Hardin County, Ohio",Ne,"Newark silt loam, occasionally flooded",1340,Prime farmland if drained,Newark,2,w,74
"Hardin County, Ohio",HkA,"Haskins silt loam, 0 to 2 percent slopes",1313,Prime farmland if drained,Haskins,2,w,77
"Hardin County, Ohio",Le,Latty silty clay,1235,Prime farmland if drained,Latty,3,w,78
"Hardin County, Ohio",Ln,Linwood muck,1233,Farmland of local importance,Linwood,2,w,83
"Hardin County, Ohio",MrD2,"Morley clay loam, 12 to 18 percent slopes, eroded",1171,Not prime farmland,Morley,4,e,57
"Hardin County, Ohio",KaB,"Kendallville silt loam, 2 to 6 percent slopes",1108,All areas are prime farmland,Kendallville,2,e,73
"Hardin County, Ohio",FoB,"Fox silt loam, till plain, 2 to 6 percent slopes",1014,All areas are prime farmland,Fox,2,e,68
"Hardin County, Ohio",Mns3A,"Minster silty clay loam, 0 to 1 percent slopes",973,Prime farmland if drained,Minster,3,w,75
"Hardin County, Ohio",Ca,"Carlisle muck, Central Ohio clayey till plain, drained, 0 to 2 percent slopes",933,Farmland of local importance,Carlisle,3,w,68
"Hardin County, Ohio",Po,Pewamo variant muck,879,Prime farmland if drained,Pewamo Variant,2,w,83
"Hardin County, Ohio",KbA,"Kibbie loam, 0 to 3 percent slopes",768,Prime farmland if drained,Kibbie,2,w,85
"Hardin County, Ohio",SkA,"Sleeth silt loam, 0 to 3 percent slopes",767,Prime farmland if drained,Sleeth,2,w,74
"Hardin County, Ohio",No,"Nolin silt loam, occasionally flooded",764,All areas are prime farmland,Nolin,2,w,74
"Hardin County, Ohio",Mnl3A,"Minster silty clay loam, till substratum, 0 to 1 percent slopes",643,Prime farmland if drained,Minster,3,w,75
"Hardin County, Ohio",So,"Sloan silt loam, 0 to 1 percent slopes, frequently flooded",591,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Sloan,3,w,80
"Hardin County, Ohio",HkB,"Haskins silt loam, 2 to 6 percent slopes",550,Prime farmland if drained,Haskins,2,e,76
"Hardin County, Ohio",MsC2,"Morley-Belmore complex, 6 to 15 percent slopes, eroded",526,Not prime farmland,Morley,4,e,58
"Hardin County, Ohio",MsC2,"Morley-Belmore complex, 6 to 15 percent slopes, eroded",526,Not prime farmland,Belmore,4,e,58
"Hardin County, Ohio",Co,Colwood loam,515,Prime farmland if drained,Colwood,2,w,97
"Hardin County, Ohio",FuB,"Fulton silt loam, 2 to 6 percent slopes",509,Prime farmland if drained,Fulton,3,e,64
"Hardin County, Ohio",MtB,"Morley-Milton silt loams, 2 to 6 percent slopes",435,All areas are prime farmland,Milton,2,e,69
"Hardin County, Ohio",MtB,"Morley-Milton silt loams, 2 to 6 percent slopes",435,All areas are prime farmland,Morley,2,e,69
"Hardin County, Ohio",OcB,"Ockley loam, 2 to 6 percent slopes",432,All areas are prime farmland,Ockley,2,e,73
"Hardin County, Ohio",MaB,"Martinsville loam, 1 to 4 percent slopes",385,All areas are prime farmland,Martinsville,2,e,79
"Hardin County, Ohio",BpA,"Blount silt loam, limestone substratum, 0 to 3 percent slopes",370,Prime farmland if drained,Blount,2,w,78
"Hardin County, Ohio",Mny3A,"Minster silty clay loam, gravelly substratum, 0 to 1 percent slopes",306,Prime farmland if drained,Minster,3,w,75
"Hardin County, Ohio",Mk,Millsdale silty clay loam,270,Prime farmland if drained,Millsdale,3,w,76
"Hardin County, Ohio",ShB,"Shinrock silt loam, 2 to 6 percent slopes",269,All areas are prime farmland,Shinrock,2,e,77
"Hardin County, Ohio",OcA,"Ockley loam, 0 to 2 percent slopes",267,All areas are prime farmland,Ockley,1,NA,77
"Hardin County, Ohio",Wa,"Wallkill silt loam, frequently flooded",247,Not prime farmland,Wallkill,3,w,70
"Hardin County, Ohio",Ot,Olentangy silt loam,189,Not prime farmland,Olentangy,3,w,62
"Hardin County, Ohio",FpC2,"Fox clay loam, 6 to 12 percent slopes, eroded",187,Not prime farmland,Fox,3,e,56
"Hardin County, Ohio",FoA,"Fox silt loam, till plain, 0 to 2 percent slopes",161,All areas are prime farmland,Fox,2,s,71
"Hardin County, Ohio",FcA,"Flatrock silt loam, 0 to 2 percent slopes, occasionally flooded",117,All areas are prime farmland,Flatrock,2,w,78
"Hardin County, Ohio",Wf,"Westland silty clay loam, clay substratum",41,Prime farmland if drained,Westland,2,w,78
"Hardin County, Ohio",SgA,"Shoals silt loam, till substratum, 0 to 1 percent slopes, occasionally flooded",28,Prime farmland if drained,Shoals,2,w,76
"Hardin County, Ohio",FvA,"Fulton silty clay loam, 0 to 2 percent slopes",27,Prime farmland if drained,Fulton,3,w,64
"Hardin County, Ohio",SrA,"Sloan silty clay loam, till substratum, 0 to 1 percent slopes, frequently flooded",23,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,Sloan,3,w,78
"Hardin County, Ohio",KnA,"Knoxdale silt loam, 0 to 2 percent slopes, occasionally flooded",17,All areas are prime farmland,Knoxdale,2,w,78
"Hardin County, Ohio",Gn,"Genesee silt loam, 0 to 2 percent slopes, occasionally flooded",14,All areas are prime farmland,Genesee,2,w,71
"Hardin County, Ohio",SjA,"Shoals silt loam, 0 to 2 percent slopes, occasionally flooded",13,Prime farmland if drained,Shoals,2,w,76
"Hardin County, Ohio",SmA,"Sleeth silt loam, 0 to 2 percent slopes",12,Prime farmland if drained,Sleeth,2,w,74
"Hardin County, Ohio",GwA,"Glynwood silt loam, 0 to 2 percent slopes",9,All areas are prime farmland,Glynwood,1,NA,73
"Hardin County, Ohio",BrA,"Blount-Houcktown complex, 0 to 3 percent slopes",2,Prime farmland if drained,Blount,2,w,77
"Hardin County, Ohio",BrA,"Blount-Houcktown complex, 0 to 3 percent slopes",2,Prime farmland if drained,Houcktown,1,NA,77
"Hardin County, Ohio",DfA,"Del Rey silt loam, till substratum, 0 to 3 percent slopes",2,Prime farmland if drained,Del Rey,2,w,76
"Hardin County, Ohio",NaB,"Nappanee silt loam, 2 to 6 percent slopes",2,Prime farmland if drained,Nappanee,3,e,70
"Hardin County, Ohio",Wb,Wallkill silt loam,2,Not prime farmland,Wallkill,3,w,70
"Hardin County, Ohio",FnA,"Fox loam, till plain, 0 to 2 percent slopes",1,All areas are prime farmland,Fox,2,s,71
"Hardin County, Ohio",GwD2,"Glynwood silt loam, 12 to 18 percent slopes, eroded",1,Not prime farmland,Glynwood,4,e,56
"Harrison County, Ohio",GuD2,"Guernsey silty clay loam, 15 to 25 percent slopes, eroded",24463,Farmland of local importance,Guernsey,4,e,50
"Harrison County, Ohio",CnD,"Coshocton silt loam, 15 to 25 percent slopes",13772,Farmland of local importance,Coshocton,4,e,54
"Harrison County, Ohio",GnC,"Gilpin silt loam, 8 to 15 percent slopes",8856,Farmland of local importance,Gilpin,3,e,59
"Harrison County, Ohio",Or,"Orrville silt loam, 0 to 3 percent slopes, occasionally flooded",8808,Prime farmland if drained,Orrville,2,w,72
"Harrison County, Ohio",GnD,"Gilpin silt loam, 15 to 25 percent slopes",8505,Farmland of local importance,Gilpin,4,e,51
"Harrison County, Ohio",AbC2,"Aaron silty clay loam, 6 to 15 percent slopes, eroded",6775,Farmland of local importance,Aaron,3,e,62
"Harrison County, Ohio",CnC,"Coshocton silt loam, 6 to 15 percent slopes",4708,Farmland of local importance,Coshocton,3,e,67
"Harrison County, Ohio",GtC,"Guernsey silt loam, 8 to 15 percent slopes",2672,Farmland of local importance,Guernsey,3,e,67
"Harrison County, Ohio",GpD,"Gilpin-Lowell silt loams, 15 to 25 percent slopes",2418,Farmland of local importance,Gilpin,4,e,52
"Harrison County, Ohio",GpD,"Gilpin-Lowell silt loams, 15 to 25 percent slopes",2418,Farmland of local importance,Lowell,4,e,52
"Harrison County, Ohio",CcA,"Caneadea silty clay loam, 0 to 2 percent slopes",2223,Farmland of local importance,Caneadea,3,w,57
"Harrison County, Ohio",LoD2,"Lowell silty clay loam, 15 to 25 percent slopes, eroded",2130,Farmland of local importance,Lowell,4,e,50
"Harrison County, Ohio",GeD,"Germano fine sandy loam, 15 to 25 percent slopes",1983,Farmland of local importance,Germano,4,e,53
"Harrison County, Ohio",No,"Nolin silt loam, 0 to 3 percent slopes, occasionally flooded",1843,All areas are prime farmland,Nolin,2,w,74
"Harrison County, Ohio",FcA,"Fitchville silt loam, 0 to 3 percent slopes",1726,Prime farmland if drained,Fitchville,2,w,70
"Harrison County, Ohio",FcB,"Fitchville silt loam, 3 to 8 percent slopes",1442,Farmland of local importance,Fitchville,2,e,66
"Harrison County, Ohio",GsC,"Glenford silt loam, 8 to 15 percent slopes",1215,Not prime farmland,Glenford,3,e,71
"Harrison County, Ohio",GoC,"Gilpin-Coshocton complex, 6 to 15 percent slopes",1186,Farmland of local importance,Gilpin,3,e,60
"Harrison County, Ohio",GoC,"Gilpin-Coshocton complex, 6 to 15 percent slopes",1186,Farmland of local importance,Coshocton,3,e,60
"Harrison County, Ohio",BnD,"Berks-Guernsey complex, 15 to 25 percent slopes",1123,Farmland of local importance,Berks,4,e,48
"Harrison County, Ohio",BnD,"Berks-Guernsey complex, 15 to 25 percent slopes",1123,Farmland of local importance,Guernsey,4,e,48
"Harrison County, Ohio",GnB,"Gilpin silt loam, 3 to 8 percent slopes",1071,All areas are prime farmland,Gilpin,2,e,63
"Harrison County, Ohio",HeD,"Hazleton channery sandy loam, 15 to 25 percent slopes",961,Not prime farmland,Hazleton,4,e,48
"Harrison County, Ohio",LnC,"Lowell silt loam, 8 to 15 percent slopes",961,Not prime farmland,Lowell,3,e,65
"Harrison County, Ohio",GsB,"Glenford silt loam, 3 to 8 percent slopes",918,All areas are prime farmland,Glenford,2,e,76
"Harrison County, Ohio",AaB,"Aaron silt loam, 2 to 6 percent slopes",861,All areas are prime farmland,Aaron,2,e,69
"Harrison County, Ohio",Bhv1D,"Bethesda silt loam, 8 to 25 percent slopes, reclaimed",777,Not prime farmland,Bethesda,6,e,26
"Harrison County, Ohio",KeB,"Keene silt loam, 3 to 8 percent slopes",739,Farmland of local importance,Keene,2,e,66
"Harrison County, Ohio",RcB,"Richland silt loam, 2 to 6 percent slopes",622,All areas are prime farmland,Richland,2,e,63
"Harrison County, Ohio",GeC,"Germano fine sandy loam, 6 to 15 percent slopes",616,Farmland of local importance,Germano,3,e,60
"Harrison County, Ohio",BkD,"Berks channery silt loam, 15 to 25 percent slopes",608,Not prime farmland,Berks,4,e,44
"Harrison County, Ohio",CnB,"Coshocton silt loam, 2 to 6 percent slopes",606,All areas are prime farmland,Coshocton,2,e,72
"Harrison County, Ohio",Bhv1B,"Bethesda silt loam, 0 to 8 percent slopes, reclaimed",578,Not prime farmland,Bethesda,3,s,34
"Harrison County, Ohio",Ca,Canadice silty clay loam,515,Farmland of local importance,Canadice,4,w,52
"Harrison County, Ohio",BmC,"Berks-Aaron complex, 6 to 15 percent slopes",495,Not prime farmland,Aaron,3,e,57
"Harrison County, Ohio",BmC,"Berks-Aaron complex, 6 to 15 percent slopes",495,Not prime farmland,Berks,3,e,57
"Harrison County, Ohio",GoD,"Gilpin-Coshocton complex, 15 to 25 percent slopes",477,Farmland of local importance,Coshocton,4,e,52
"Harrison County, Ohio",GoD,"Gilpin-Coshocton complex, 15 to 25 percent slopes",477,Farmland of local importance,Gilpin,4,e,52
"Harrison County, Ohio",UpC2,"Upshur silty clay loam, 6 to 15 percent slopes, eroded",431,Not prime farmland,Upshur,4,e,53
"Harrison County, Ohio",GpC,"Gilpin-Lowell complex, 6 to 15 percent slopes",405,Farmland of local importance,Lowell,3,e,62
"Harrison County, Ohio",GpC,"Gilpin-Lowell complex, 6 to 15 percent slopes",405,Farmland of local importance,Gilpin,3,e,62
