areaname,musym,muname,muacres,farmlndcl,PI
"Fayette County, Ohio",Ud,Udorthents,161,Not prime farmland,NA
"Fayette County, Ohio",Sr,"Sloan silt loam, sandy substratum, 0 to 1 percent slopes, occasionally flooded",158,Prime farmland if drained,80
"Fayette County, Ohio",Pa,"Patton silty clay loam, Southern Ohio Till Plain, 0 to 2 percent slopes",153,Prime farmland if drained,79
"Fayette County, Ohio",HeA,"Henshaw silt loam, 0 to 2 percent slopes",146,Prime farmland if drained,73
"Fayette County, Ohio",RmC,"Ritchey and Romeo silt loams, 2 to 12 percent slopes",138,Not prime farmland,45
"Fayette County, Ohio",RmF2,"Ritchey and Romeo silt loams, 12 to 35 percent slopes, moderately eroded",138,Not prime farmland,NA
"Fayette County, Ohio",Gp,Gravel pits,128,Not prime farmland,NA
"Fayette County, Ohio",FrE2,"Fox, Casco, and Rodman soils, 12 to 25 percent slopes, moderately eroded",127,Not prime farmland,37
"Fayette County, Ohio",CgB,"Celina-Losantville silt loams, 2 to 6 percent slopes",126,All areas are prime farmland,74
"Fayette County, Ohio",HaF,"Hennepin-Miamian silt loams, 25 to 50 percent slopes",121,Not prime farmland,NA
"Fayette County, Ohio",SlA,"Sleeth silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes",117,Prime farmland if drained,74
"Fayette County, Ohio",HkA,"Henshaw silt loam, dark variant, 0 to 2 percent slopes",115,Prime farmland if drained,73
"Fayette County, Ohio",CsA,"Crosby-Celina silt loams, 0 to 2 percent slopes",113,Prime farmland if drained,81
"Fayette County, Ohio",MtC2,"Milton silt loam, 6 to 12 percent slopes, moderately eroded",111,Not prime farmland,62
"Fayette County, Ohio",Su,"Sloan silty clay loam, frequently flooded",102,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,78
"Fayette County, Ohio",CdC2,"Casco and Rodman soils, 2 to 12 percent slopes, moderately eroded",88,Not prime farmland,50
"Fayette County, Ohio",LeB,"Lewisburg-Celina silt loams, 2 to 6 percent slopes",73,All areas are prime farmland,72
"Fayette County, Ohio",W,Water,71,Not prime farmland,NA
"Fayette County, Ohio",St,"Sloan silty clay loam, occasionally flooded",66,Prime farmland if drained,79
"Fayette County, Ohio",CaB2,"Cana silt loam, 2 to 6 percent slopes, moderately eroded",64,All areas are prime farmland,70
"Fayette County, Ohio",Qu,Quarries,51,Not prime farmland,NA
"Fayette County, Ohio",CaC2,"Cana silt loam, 6 to 12 percent slopes, moderately eroded",48,Not prime farmland,67
"Fayette County, Ohio",RcB,"Randolph silt loam, 2 to 6 percent slopes",47,Prime farmland if drained,69
"Fayette County, Ohio",TkE3,"Thrifton clay loam, 20 to 35 percent slopes, severely eroded",32,Not prime farmland,NA
"Fayette County, Ohio",CsB,"Crosby-Celina silt loams, 2 to 4 percent slopes",27,Prime farmland if drained,80
"Fayette County, Ohio",TkC3,"Thrifton clay loam, 6 to 12 percent slopes, severely eroded",21,Not prime farmland,53
"Fayette County, Ohio",HaE,"Hennepin-Miamian silt loams, 18 to 25 percent slopes",18,Not prime farmland,37
"Fayette County, Ohio",MnC2,"Miamian-Kendallville silt loams, 6 to 12 percent slopes, eroded",15,Not prime farmland,67
"Fayette County, Ohio",We,Warners muck,10,Not prime farmland,75
"Fayette County, Ohio",CgB2,"Celina-Losantville silt loams, 2 to 6 percent slopes, eroded",9,All areas are prime farmland,70
"Fayette County, Ohio",Ko,"Kokomo silt loam, overwash, 0 to 2 percent slopes",9,Prime farmland if drained,85
"Fayette County, Ohio",ElB,"Eldean silt loam, 2 to 6 percent slopes",5,All areas are prime farmland,68
"Fayette County, Ohio",TkD3,"Thrifton clay loam, 12 to 20 percent slopes, severely eroded",5,Not prime farmland,25
"Fayette County, Ohio",Go,"Gessie silt loam, occasionally flooded",4,All areas are prime farmland,77
"Fayette County, Ohio",WaC3,"Wapahani-Miamian clay loams, 6 to 12 percent slopes, severely eroded",4,Not prime farmland,53
"Fayette County, Ohio",WaD3,"Wapahani-Miamian clay loams, 12 to 18 percent slopes, severely eroded",2,Not prime farmland,32
"Fayette County, Ohio",FmC2,"Fox loam, 6 to 12 percent slopes, eroded",1,Not prime farmland,59
"Fayette County, Ohio",Wt,"Westland clay loam, SOTP, 0 to 2 percent slopes",1,Prime farmland if drained,83
"Franklin County, Ohio",Ko,"Kokomo silty clay loam, 0 to 2 percent slopes",37726,Prime farmland if drained,87
"Franklin County, Ohio",CrA,"Crosby silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes",32306,Prime farmland if drained,81
"Franklin County, Ohio",BfA,"Bennington-Urban land complex, 0 to 2 percent slopes",20653,Not prime farmland,NA
"Franklin County, Ohio",CrB,"Crosby silt loam, Southern Ohio Till Plain, 2 to 6 percent slopes",19803,Prime farmland if drained,76
"Franklin County, Ohio",BeB,"Bennington silt loam, 2 to 6 percent slopes",17773,Prime farmland if drained,66
"Franklin County, Ohio",CsA,"Crosby-Urban land complex, 0 to 2 percent slopes",16813,Not prime farmland,NA
"Franklin County, Ohio",LeB,"Lewisburg-Crosby complex, 2 to 6 percent slopes",14865,All areas are prime farmland,65
"Franklin County, Ohio",CsB,"Crosby-Urban land complex, 2 to 6 percent slopes",13237,Not prime farmland,NA
"Franklin County, Ohio",BfB,"Bennington-Urban land complex, 0 to 6 percent slopes",12719,Not prime farmland,NA
"Franklin County, Ohio",CeB,"Celina silt loam, 2 to 6 percent slopes",12308,All areas are prime farmland,76
"Franklin County, Ohio",BeA,"Bennington silt loam, 0 to 2 percent slopes",9993,Prime farmland if drained,69
"Franklin County, Ohio",Pm,"Pewamo silty clay loam, low carbonate till, 0 to 2 percent slopes",8943,Prime farmland if drained,84
"Franklin County, Ohio",Ut,"Udorthents-Urban land complex, gently rolling",8396,Not prime farmland,NA
"Franklin County, Ohio",EmB,"Eldean-Urban land complex, 2 to 6 percent slopes",6488,Not prime farmland,NA
"Franklin County, Ohio",Crd1B1,"Cardington silt loam, 2 to 6 percent slopes",5957,All areas are prime farmland,69
"Franklin County, Ohio",CfB,"Celina-Urban land complex, 2 to 6 percent slopes",5545,Not prime farmland,NA
"Franklin County, Ohio",CbB,"Cardington-Urban land complex, 2 to 6 percent slopes",5027,Not prime farmland,NA
"Franklin County, Ohio",MkB,"Miamian silt loam, 2 to 6 percent slopes",4669,All areas are prime farmland,76
"Franklin County, Ohio",W,Water,4664,Not prime farmland,NA
"Franklin County, Ohio",Mh,"Medway silt loam, occasionally flooded",4522,All areas are prime farmland,88
"Franklin County, Ohio",MlC2,"Miamian silty clay loam, 6 to 12 percent slopes, eroded",4163,Not prime farmland,67
"Franklin County, Ohio",Rs,"Ross silt loam, 0 to 2 percent slopes, occasionally flooded",3437,All areas are prime farmland,92
"Franklin County, Ohio",Ee,"Eel silt loam, 0 to 2 percent slopes, occasionally flooded",3233,All areas are prime farmland,71
"Franklin County, Ohio",Wt,"Westland silty clay loam, Southern Ohio Till Plain, 0 to 2 percent slopes",3114,Prime farmland if drained,83
"Franklin County, Ohio",KeB,"Kendallville silt loam, 2 to 6 percent slopes",2965,All areas are prime farmland,73
"Franklin County, Ohio",Uv,"Urban land-Celina complex, 2 to 12 percent slopes",2773,Not prime farmland,NA
"Franklin County, Ohio",Uu,"Urban land-Bennington complex, 0 to 6 percent slopes",2541,Not prime farmland,NA
"Franklin County, Ohio",OcB,"Ockley silt loam, Southern Ohio Till Plain, 2 to 6 percent slopes",2502,All areas are prime farmland,73
"Franklin County, Ohio",Gn,"Genesee silt loam, 0 to 2 percent slopes, occasionally flooded",2424,All areas are prime farmland,71
"Franklin County, Ohio",So,"Sloan silt loam, Columbus Lowland, 0 to 2 percent slopes, frequently flooded",2412,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,80
"Franklin County, Ohio",Sh,"Shoals silt loam, occasionally flooded",2280,Prime farmland if drained,76
"Franklin County, Ohio",Up,"Udorthents, loamy, rolling",2143,Not prime farmland,NA
"Franklin County, Ohio",Pn,"Pewamo low carbonate till-Urban land complex, 0 to 2 percent slopes",2133,Not prime farmland,NA
"Franklin County, Ohio",ElB,"Eldean silt loam, 2 to 6 percent slopes",2016,All areas are prime farmland,68
"Franklin County, Ohio",Crd1C2,"Cardington silt loam, 6 to 12 percent slopes, eroded",1840,Not prime farmland,62
"Franklin County, Ohio",Ku,Kokomo-Urban land complex,1803,Not prime farmland,NA
"Franklin County, Ohio",Cen1B1,"Centerburg silt loam, 2 to 6 percent slopes",1797,All areas are prime farmland,75
"Franklin County, Ohio",CeB2,"Celina silt loam, 2 to 6 percent slopes, eroded",1788,All areas are prime farmland,73
"Franklin County, Ohio",AdE2,"Alexandria silt loam, 18 to 25 percent slopes, eroded",1707,Not prime farmland,53
"Franklin County, Ohio",Cn,"Condit silt loam, 0 to 1 percent slopes",1686,Prime farmland if drained,60
"Franklin County, Ohio",Ble1B1,"Blount silt loam, end moraine, 2 to 4 percent slopes",1657,Prime farmland if drained,75
"Franklin County, Ohio",Gwe5B2,"Glynwood clay loam, end moraine, 2 to 6 percent slopes, eroded",1473,All areas are prime farmland,65
"Franklin County, Ohio",Ux,"Urban land-Ockley complex, 0 to 6 percent slopes",1461,Not prime farmland,NA
"Franklin County, Ohio",MlD2,"Miamian silty clay loam, 12 to 18 percent slopes, eroded",1401,Not prime farmland,61
"Franklin County, Ohio",Uw,"Urban land-Genesee complex, occasionally flooded",1370,Not prime farmland,NA
"Franklin County, Ohio",HeF2,"Hennepin and Miamian loams, 25 to 50 percent slopes, eroded",1334,Not prime farmland,NA
"Franklin County, Ohio",MnC,"Miamian-Urban land complex, 6 to 12 percent slopes",1199,Not prime farmland,NA
"Franklin County, Ohio",SlA,"Sleeth silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes",1197,Prime farmland if drained,74
"Franklin County, Ohio",Mnl3A,"Minster silty clay loam, till substratum, 0 to 1 percent slopes",1186,Prime farmland if drained,75
"Franklin County, Ohio",HeE2,"Hennepin and Miamian loams, 18 to 25 percent slopes, eroded",1178,Not prime farmland,33
"Franklin County, Ohio",MoB,"Milton silt loam, 2 to 6 percent slopes",1168,All areas are prime farmland,67
"Franklin County, Ohio",AdD2,"Alexandria silt loam, 12 to 18 percent slopes, eroded",1120,Not prime farmland,61
"Franklin County, Ohio",CbC,"Cardington-Urban land complex, 6 to 12 percent slopes",1090,Not prime farmland,NA
"Franklin County, Ohio",Pt,"Pits, quarry",934,Not prime farmland,NA
"Franklin County, Ohio",WdB,"Warsaw silt loam, 2 to 6 percent slopes",886,All areas are prime farmland,71
"Franklin County, Ohio",OcA,"Ockley silt loam, Southern Ohio Till Plain, 0 to 2 percent slopes",870,All areas are prime farmland,77
"Franklin County, Ohio",EmA,"Eldean-Urban land complex, 0 to 2 percent slopes",774,Not prime farmland,NA
"Franklin County, Ohio",Ur,"Udorthents, loamy, sloping",754,Not prime farmland,NA
"Franklin County, Ohio",RhB,"Ritchey silt loam, 2 to 6 percent slopes",753,Not prime farmland,49
"Franklin County, Ohio",Cen1C2,"Centerburg silt loam, 6 to 12 percent slopes, eroded",724,Not prime farmland,68
"Franklin County, Ohio",CeC2,"Celina silt loam, 6 to 12 percent slopes, eroded",721,Not prime farmland,69
"Franklin County, Ohio",WdA,"Warsaw silt loam, 0 to 2 percent slopes",696,All areas are prime farmland,74
"Franklin County, Ohio",MlB2,"Miamian silty clay loam, 2 to 6 percent slopes, eroded",692,All areas are prime farmland,71
"Franklin County, Ohio",Gwd5C2,"Glynwood clay loam, 6 to 12 percent slopes, eroded",658,Not prime farmland,61
"Franklin County, Ohio",ElC2,"Eldean silt loam, 6 to 12 percent slopes, eroded",654,Not prime farmland,63
"Franklin County, Ohio",MrB,"Mitiwanga silt loam, 2 to 6 percent slopes",625,Prime farmland if drained,62
"Franklin County, Ohio",ElD2,"Eldean silt loam, 12 to 18 percent slopes, eroded",617,Not prime farmland,57
"Franklin County, Ohio",WeB,"Wea silt loam, 2 to 6 percent slopes",612,All areas are prime farmland,78
"Franklin County, Ohio",ThB,"Thackery silt loam, 2 to 6 percent slopes",596,All areas are prime farmland,68
"Franklin County, Ohio",RhD2,"Ritchey silt loam, 12 to 18 percent slopes, eroded",555,Not prime farmland,37
"Franklin County, Ohio",AdC2,"Alexandria silt loam, 6 to 12 percent slopes, eroded",514,Not prime farmland,65
"Franklin County, Ohio",Crd1B2,"Cardington silt loam, 2 to 6 percent slopes, eroded",510,All areas are prime farmland,66
"Franklin County, Ohio",MmC3,"Miamian clay loam, shallow to dense till substratum, 6 to 12 percent slopes, severely eroded",482,Not prime farmland,61
"Franklin County, Ohio",Us,"Udorthents, loamy, steep",471,Not prime farmland,NA
"Franklin County, Ohio",MpB,"Milton-Urban land complex, 2 to 6 percent slopes",468,Not prime farmland,NA
"Franklin County, Ohio",OcC2,"Ockley silt loam, 6 to 12 percent slopes, eroded",441,Not prime farmland,64
"Franklin County, Ohio",CpA,"Crane silt loam, 0 to 2 percent slopes",434,Prime farmland if drained,79
"Franklin County, Ohio",AdB,"Alexandria silt loam, 2 to 6 percent slopes",401,All areas are prime farmland,70
"Franklin County, Ohio",Cen1B2,"Centerburg silt loam, 2 to 6 percent slopes, eroded",401,All areas are prime farmland,72
"Franklin County, Ohio",SmA,"Sleeth-Urban land complex, 0 to 2 percent slopes",381,Not prime farmland,NA
"Franklin County, Ohio",ThA,"Thackery silt loam, 0 to 2 percent slopes",371,All areas are prime farmland,71
"Franklin County, Ohio",KeA,"Kendallville silt loam, 0 to 2 percent slopes",363,All areas are prime farmland,74
"Franklin County, Ohio",Ble1A1,"Blount silt loam, end moraine, 0 to 2 percent slopes",358,Prime farmland if drained,78
"Franklin County, Ohio",KeC2,"Kendallville silt loam, 6 to 12 percent slopes, eroded",357,Not prime farmland,63
"Franklin County, Ohio",CeA,"Celina silt loam, 0 to 2 percent slopes",354,All areas are prime farmland,79
"Franklin County, Ohio",ElA,"Eldean silt loam, 0 to 2 percent slopes",344,All areas are prime farmland,71
"Franklin County, Ohio",MpC,"Milton-Urban land complex, 6 to 12 percent slopes",317,Not prime farmland,NA
"Franklin County, Ohio",Ag,Algiers silt loam,308,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,65
"Franklin County, Ohio",MoC2,"Milton silt loam, 6 to 12 percent slopes, eroded",301,Not prime farmland,62
"Franklin County, Ohio",WeA,"Wea silt loam, 0 to 2 percent slopes",256,All areas are prime farmland,81
"Franklin County, Ohio",Cc,Carlisle muck,200,Not prime farmland,68
"Franklin County, Ohio",LbF,"Latham-Brecksville complex, 25 to 70 percent slopes",4,Not prime farmland,NA
"Franklin County, Ohio",RdF2,"Rarden silt loam, 20 to 50 percent slopes, eroded",4,Not prime farmland,NA
"Franklin County, Ohio",DAM,Dam,1,Not prime farmland,NA
"Fulton County, Ohio",HoA,"Hoytville clay loam, 0 to 1 percent slopes",31396,Prime farmland if drained,83
"Fulton County, Ohio",Mf,Mermill loam,22125,Prime farmland if drained,92
"Fulton County, Ohio",OtB,"Ottokee fine sand, 0 to 6 percent slopes",17852,Farmland of local importance,64
"Fulton County, Ohio",HkA,"Haskins loam, 0 to 3 percent slopes",13508,Prime farmland if drained,77
"Fulton County, Ohio",Gr,Granby loamy fine sand,11781,Farmland of local importance,74
"Fulton County, Ohio",Lc,"Latty silty clay, till substratum, 0 to 1 percent slopes",10814,Prime farmland if drained,78
"Fulton County, Ohio",TdA,"Tedrow loamy fine sand, 0 to 3 percent slopes",10487,Farmland of local importance,58
"Fulton County, Ohio",Blo2B1,"Blount loam, 2 to 6 percent slopes",9328,Prime farmland if drained,74
"Fulton County, Ohio",Pm,Pewamo clay loam,9297,Prime farmland if drained,84
"Fulton County, Ohio",NnA,"Nappanee loam, 0 to 2 percent slopes",8448,Prime farmland if drained,73
"Fulton County, Ohio",Gf,Gilford fine sandy loam,8126,Prime farmland if drained,83
"Fulton County, Ohio",FtA,"Fulton silty clay loam, 0 to 2 percent slopes",7993,Prime farmland if drained,64
"Fulton County, Ohio",So,"Sloan silty clay loam, frequently flooded",6941,Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,78
"Fulton County, Ohio",KfA,"Kibbie loam, 0 to 3 percent slopes",6634,Prime farmland if drained,85
"Fulton County, Ohio",Lf,"Lenawee silty clay loam, 0 to 1 percent slopes",6028,Prime farmland if drained,85
"Fulton County, Ohio",BnA,"Blount loam, Erie-Huron Lake Plain, 0 to 2 percent slopes",5574,Prime farmland if drained,78
"Fulton County, Ohio",RnA,"Rimer loamy fine sand, 0 to 3 percent slopes",5235,Prime farmland if drained,68
"Fulton County, Ohio",Cn,Colwood loam,5208,Prime farmland if drained,97
"Fulton County, Ohio",GnB2,"Glynwood loam, 2 to 6 percent slopes, eroded",4939,All areas are prime farmland,65
"Fulton County, Ohio",CoB,"Colonie fine sand, 1 to 6 percent slopes",4831,Farmland of local importance,50
"Fulton County, Ohio",DfA,"Del Rey silt loam, 0 to 3 percent slopes",4553,Prime farmland if drained,76
"Fulton County, Ohio",Wf,Wauseon fine sandy loam,4134,Prime farmland if drained,65
"Fulton County, Ohio",SdB,"Seward loamy fine sand, 2 to 6 percent slopes",3317,Farmland of local importance,60
"Fulton County, Ohio",Mo,Millgrove loam,3208,Prime farmland if drained,100
"Fulton County, Ohio",BoB,"Blount-Rimer complex, 2 to 6 percent slopes",2906,Prime farmland if drained,68
"Fulton County, Ohio",Blo2A1,"Blount loam, 0 to 2 percent slopes",2861,Prime farmland if drained,NA
"Fulton County, Ohio",OuB,"Ottokee-Glynwood complex, 3 to 8 percent slopes",2661,Farmland of local importance,64
