"areaname"|"mukey"|"musym"|"muname"|"mapunit_acres"|"survey_acres"
"Hardin County, Ohio"|168932|"FpC2"|"Fox clay loam, 6 to 12 percent slopes, eroded"|200|301472
"Hardin County, Ohio"|168929|"Ee"|"Eel silt loam, occasionally flooded"|1497|301472
"Hardin County, Ohio"|168928|"DeA"|"Del Rey silt loam, 0 to 3 percent slopes"|1964|301472
"Hardin County, Ohio"|168927|"Co"|"Colwood loam"|540|301472
"Hardin County, Ohio"|168925|"BpA"|"Blount silt loam, limestone substratum, 0 to 3 percent slopes"|397|301472
"Henry County, Ohio"|168972|"Ad"|"Adrian muck, drained, 0 to 1 percent slopes"|144|268774
"Henry County, Ohio"|168973|"ArB"|"Arkport fine sand, 2 to 6 percent slopes"|208|268774
"Henry County, Ohio"|168974|"ArC"|"Arkport fine sand, 6 to 12 percent slopes"|107|268774
"Henry County, Ohio"|1536631|"AsA"|"Aurand fine sandy loam, 0 to 2 percent slopes"|1|268774
"Henry County, Ohio"|1536632|"AtA"|"Aurand loam, 0 to 2 percent slopes"|3|268774
"Henry County, Ohio"|1536650|"BcA"|"Bixler loamy fine sand, 0 to 3 percent slopes"|89|268774
"Henry County, Ohio"|168975|"Ca"|"Clay pits"|124|268774
"Henry County, Ohio"|168976|"Ch"|"Cohoctah fine sandy loam"|100|268774
"Henry County, Ohio"|1536633|"Ck"|"Colwood fine sandy loam, 0 to 1 percent slopes"|20|268774
"Henry County, Ohio"|1536634|"Cm"|"Colwood loam, 0 to 1 percent slopes"|18|268774
"Henry County, Ohio"|168977|"Cn"|"Colwood loam"|2391|268774
"Henry County, Ohio"|168978|"Co"|"Colwood silt loam"|501|268774
"Henry County, Ohio"|2398515|"CoB"|"Colonie fine sand, 1 to 6 percent slopes"|91|268774
"Henry County, Ohio"|2398516|"CoC"|"Colonie fine sand, 6 to 12 percent slopes"|97|268774
"Henry County, Ohio"|2398517|"CoD"|"Colonie fine sand, 12 to 18 percent slopes"|57|268774
"Henry County, Ohio"|168979|"Cu"|"Cut and fill land"|581|268774
"Henry County, Ohio"|168980|"DeA"|"Del Rey loam, 0 to 2 percent slopes"|521|268774
"Henry County, Ohio"|168981|"DfA"|"Del Rey silt loam, 0 to 2 percent slopes"|701|268774
"Henry County, Ohio"|168982|"DuA"|"Digby fine sandy loam, 0 to 2 percent slopes"|1004|268774
"Henry County, Ohio"|168983|"DyA"|"Digby loam, 0 to 2 percent slopes"|1463|268774
"Henry County, Ohio"|1536656|"DzA"|"Digby loam, 0 to 3 percent slopes"|5|268774
"Henry County, Ohio"|1536635|"Ee"|"Eel loam, 0 to 2 percent slopes, frequently flooded"|2|268774
"Henry County, Ohio"|168984|"FsA"|"Fulton loam, 0 to 2 percent slopes"|2088|268774
"Henry County, Ohio"|168985|"FsB"|"Fulton loam, 2 to 6 percent slopes"|291|268774
"Henry County, Ohio"|168986|"FuA"|"Fulton silty clay loam, 0 to 2 percent slopes"|2741|268774
"Henry County, Ohio"|168987|"FuB"|"Fulton silty clay loam, 2 to 6 percent slopes"|481|268774
"Henry County, Ohio"|168988|"FvA"|"Fulton loam, sandy subsoil variant, 0 to 2 percent slopes"|226|268774
"Henry County, Ohio"|168989|"GaA"|"Galen fine sand, 0 to 2 percent slopes"|129|268774
"Henry County, Ohio"|168990|"GaB"|"Galen fine sand, 2 to 6 percent slopes"|1073|268774
"Henry County, Ohio"|1536651|"GbB"|"Galen loamy fine sand, 1 to 6 percent slopes"|128|268774
"Henry County, Ohio"|168991|"Gm"|"Genesee loam"|372|268774
"Henry County, Ohio"|168992|"Go"|"Gilford fine sandy loam"|2547|268774
"Henry County, Ohio"|168993|"Gr"|"Granby loamy fine sand"|6281|268774
"Henry County, Ohio"|168994|"Gv"|"Gravel pits"|17|268774
"Henry County, Ohio"|168995|"HaA"|"Haney fine sandy loam, 0 to 2 percent slopes"|150|268774
"Henry County, Ohio"|168996|"HaB"|"Haney fine sandy loam, 2 to 6 percent slopes"|160|268774
"Henry County, Ohio"|1536661|"HcA"|"Hoytville silty clay loam, 0 to 1 percent slopes"|86415|268774
"Henry County, Ohio"|168997|"HdA"|"Haney loam, 0 to 2 percent slopes"|394|268774
"Henry County, Ohio"|168998|"HdB"|"Haney loam, 2 to 6 percent slopes"|233|268774
"Henry County, Ohio"|168999|"HeC"|"Haney and Rawson loams, 6 to 12 percent slopes"|92|268774
"Henry County, Ohio"|169000|"HkA"|"Haskins fine sandy loam, 0 to 2 percent slopes"|2403|268774
"Henry County, Ohio"|169001|"HlA"|"Haskins loam, 0 to 2 percent slopes"|5148|268774
"Henry County, Ohio"|1536660|"HlB"|"Haskins loam, 2 to 6 percent slopes"|1|268774
"Henry County, Ohio"|169002|"HnA"|"Haskins fine sandy loam, stratified substratum, 0 to 2 percent slopes"|2221|268774
"Henry County, Ohio"|1536637|"HoA"|"Hoytville clay loam, 0 to 1 percent slopes"|57645|268774
"Henry County, Ohio"|1536639|"KeA"|"Kibbie loamy fine sand, 0 to 2 percent slopes"|4|268774
"Henry County, Ohio"|169006|"KfA"|"Kibbie fine sandy loam, 0 to 2 percent slopes"|758|268774
"Henry County, Ohio"|169007|"KlA"|"Kibbie loam, 0 to 2 percent slopes"|442|268774
"Henry County, Ohio"|1536657|"Lb"|"Latty silty clay, till substratum, 0 to 1 percent slopes"|3111|268774
"Henry County, Ohio"|169009|"Le"|"Lenawee loam"|353|268774
"Henry County, Ohio"|169010|"Lf"|"Lenawee silty clay loam, 0 to 1 percent slopes"|3130|268774
"Henry County, Ohio"|169011|"LwB2"|"Lucas silty clay loam, 2 to 6 percent slopes, moderately eroded"|133|268774
"Henry County, Ohio"|169012|"LwC2"|"Lucas silty clay loam, 6 to 12 percent slopes, moderately eroded"|173|268774
"Henry County, Ohio"|169013|"LxC3"|"Lucas silty clay, 6 to 12 percent slopes, severely eroded"|373|268774
"Henry County, Ohio"|169014|"LxE3"|"Lucas silty clay, 12 to 45 percent slopes, severely eroded"|481|268774
"Henry County, Ohio"|1536641|"Mb"|"Mermill-Aurand complex, 0 to 1 percent slopes"|3|268774
"Henry County, Ohio"|1536662|"Mc"|"Mermill silty clay loam"|19|268774
"Henry County, Ohio"|169015|"Md"|"Medway silt loam"|296|268774
"Henry County, Ohio"|169016|"Me"|"Mermill loam"|8858|268774
"Henry County, Ohio"|169017|"Mf"|"Mermill clay loam"|4287|268774
"Henry County, Ohio"|169018|"Mg"|"Mermill loam, stratified substratum"|3216|268774
"Henry County, Ohio"|169019|"Mh"|"Millgrove loam"|13707|268774
"Henry County, Ohio"|169020|"Mk"|"Millgrove clay loam"|853|268774
"Henry County, Ohio"|169021|"NaA"|"Nappanee loam, 0 to 2 percent slopes"|2778|268774
"Henry County, Ohio"|169022|"NaB"|"Nappanee loam, 2 to 6 percent slopes"|240|268774
"Henry County, Ohio"|169023|"NtA"|"Nappanee silty clay loam, 0 to 2 percent slopes"|11183|268774
"Henry County, Ohio"|169024|"NtB"|"Nappanee silty clay loam, 2 to 6 percent slopes"|590|268774
"Henry County, Ohio"|169025|"NtB2"|"Nappanee silty clay loam, 2 to 6 percent slopes, moderately eroded"|281|268774
"Henry County, Ohio"|169026|"OaC"|"Oakville fine sand, 2 to 12 percent slopes"|746|268774
"Henry County, Ohio"|1536672|"ObB"|"Oakville fine sand, 2 to 6 percent slopes"|9|268774
"Henry County, Ohio"|1536652|"ObC"|"Oakville fine sand, 6 to 12 percent slopes"|1|268774
"Henry County, Ohio"|169027|"OsB"|"Oshtemo sandy loam, 2 to 6 percent slopes"|349|268774
"Henry County, Ohio"|169028|"OtB"|"Ottokee fine sand, 1 to 5 percent slopes"|5557|268774
"Henry County, Ohio"|1536654|"OuB"|"Ottokee fine sand, 0 to 6 percent slopes"|425|268774
"Henry County, Ohio"|1536642|"OzB"|"Ottokee-Spinks loamy fine sands, 2 to 6 percent slopes"|10|268774
"Henry County, Ohio"|169029|"Pa"|"Paulding clay, 0 to 1 percent slopes"|642|268774
"Henry County, Ohio"|1536643|"Pt"|"Pits, quarry"|7|268774
"Henry County, Ohio"|169030|"RaB"|"Rawson sandy loam, 2 to 6 percent slopes"|106|268774
"Henry County, Ohio"|169031|"RdB"|"Rawson loam, 2 to 6 percent slopes"|129|268774
"Henry County, Ohio"|169032|"ReB"|"Rawson fine sandy loam, stratified substratum, 2 to 6 percent slopes"|85|268774
"Henry County, Ohio"|169033|"RfA"|"Rimer loamy fine sand, 0 to 2 percent slopes"|2564|268774
"Henry County, Ohio"|1536655|"RgA"|"Rimer loamy fine sand, 0 to 3 percent slopes"|20|268774
"Henry County, Ohio"|1536646|"RhB"|"Rimer and Tedrow, till substratum, loamy fine sands, 2 to 6 percent slopes"|2|268774
"Henry County, Ohio"|169034|"RmA"|"Rimer loamy fine sand, stratified substratum, 0 to 2 percent slopes"|1792|268774
"Henry County, Ohio"|169035|"RoA"|"Roselms silty clay loam, 0 to 2 percent slopes"|96|268774
"Henry County, Ohio"|1536663|"RrA"|"Roselms silty clay, 0 to 2 percent slopes"|36|268774
"Henry County, Ohio"|169036|"Rs"|"Ross loam"|547|268774
"Henry County, Ohio"|1536658|"SaE3"|"St. Clair clay, 18 to 35 percent slopes, severely eroded"|3|268774
"Henry County, Ohio"|169037|"SbB2"|"St. Clair silty clay loam, 2 to 6 percent slopes, moderately eroded"|152|268774
"Henry County, Ohio"|169038|"SbC2"|"St. Clair silty clay loam, 6 to 12 percent slopes, moderately eroded"|258|268774
"Henry County, Ohio"|1536647|"SbD2"|"St. Clair silty clay loam, 12 to 18 percent slopes, eroded"|1|268774
"Henry County, Ohio"|1536648|"SbE2"|"St. Clair silty clay loam, 18 to 25 percent slopes, eroded"|3|268774
"Henry County, Ohio"|169039|"ScC3"|"St. Clair silty clay, 6 to 12 percent slopes, severely eroded"|272|268774
"Henry County, Ohio"|169040|"ScD3"|"St. Clair silty clay, 12 to 18 percent slopes, severely eroded"|438|268774
"Henry County, Ohio"|169041|"ScE3"|"St. Clair silty clay, 18 to 25 percent slopes, severely eroded"|113|268774
"Henry County, Ohio"|169042|"ScF3"|"St. Clair silty clay, 25 to 45 percent slopes, severely eroded"|484|268774
"Henry County, Ohio"|169043|"SdB"|"Seward loamy fine sand, 2 to 6 percent slopes"|785|268774
"Henry County, Ohio"|169044|"SdC"|"Seward loamy fine sand, 6 to 12 percent slopes"|108|268774
"Henry County, Ohio"|169045|"SdD"|"Seward loamy fine sand, 12 to 18 percent slopes"|55|268774
"Henry County, Ohio"|169046|"SeB"|"Seward loamy fine sand, stratified substratum, 2 to 6 percent slopes"|451|268774
"Henry County, Ohio"|169047|"SeC"|"Seward loamy fine sand, stratified substratum, 6 to 12 percent slopes"|118|268774
"Henry County, Ohio"|169048|"SfA"|"Shinrock silt loam, sandy subsoil variant, 0 to 2 percent slopes"|162|268774
"Henry County, Ohio"|169049|"Sh"|"Shoals silt loam"|1575|268774
"Henry County, Ohio"|1536649|"Sm"|"Sloan silty clay loam, 0 to 1 percent slopes, frequently flooded"|50|268774
"Henry County, Ohio"|1536664|"Sn"|"Sloan loam, occasionally flooded"|5|268774
"Henry County, Ohio"|169050|"So"|"Sloan silty clay loam"|1975|268774
"Henry County, Ohio"|169051|"SpB"|"Spinks fine sand, 2 to 6 percent slopes"|40|268774
"Henry County, Ohio"|169052|"SpC"|"Spinks fine sand, 6 to 12 percent slopes"|95|268774
"Henry County, Ohio"|169053|"SpD"|"Spinks fine sand, 12 to 18 percent slopes"|15|268774
"Henry County, Ohio"|169054|"TdA"|"Tedrow loamy fine sand, 0 to 2 percent slopes"|3029|268774
"Henry County, Ohio"|169055|"TeA"|"Tedrow loamy fine sand, silty subsoil variant, 0 to 2 percent slopes"|294|268774
"Henry County, Ohio"|169056|"To"|"Toledo silty clay loam"|3984|268774
"Henry County, Ohio"|2398486|"TsA"|"Toussaint silty clay loam, 0 to 1 percent slopes"|166|268774
"Henry County, Ohio"|169057|"Tt"|"Toledo silty clay, 0 to 1 percent slopes"|3263|268774
"Henry County, Ohio"|169058|"TuB2"|"Tuscola loam, 2 to 6 percent slopes, moderately eroded"|153|268774
"Henry County, Ohio"|169059|"TuC2"|"Tuscola loam, 6 to 12 percent slopes, moderately eroded"|183|268774
"Henry County, Ohio"|1536659|"Ud"|"Udorthents, rolling"|14|268774
"Henry County, Ohio"|169060|"Ur"|"Urban land"|285|268774
"Henry County, Ohio"|169061|"VaA"|"Vaughnsville loam, 0 to 2 percent slopes"|65|268774
"Henry County, Ohio"|169062|"W"|"Water"|1476|268774
"Henry County, Ohio"|169063|"Wa"|"Wabasha silty clay"|563|268774
"Henry County, Ohio"|169064|"Wc"|"Warners muck"|67|268774
"Henry County, Ohio"|169065|"Wf"|"Wauseon fine sandy loam"|140|268774
"Henry County, Ohio"|169066|"Wg"|"Wauseon loamy fine sand, stratified substratum"|78|268774
"Huron County, Ohio"|1605959|"AcC2"|"Alexandria silt loam, 6 to 12 percent slopes, moderately eroded"|1|317517
"Huron County, Ohio"|1605960|"AcD"|"Alexandria silt loam, 12 to 18 percent slopes"|11|317517
"Huron County, Ohio"|167954|"AcF"|"Alexandria silt loam, 25 to 50 percent slopes"|2532|317517
"Huron County, Ohio"|167955|"AdD2"|"Alexandria silty clay loam, 12 to 18 percent slopes, eroded"|1573|317517
"Huron County, Ohio"|1605966|"AfD2"|"Amanda loam, 12 to 18 percent slopes, eroded"|1|317517
"Huron County, Ohio"|1605967|"AgG"|"Amanda-Dekalb-Rock outcrop association, 40 to 70 percent slopes"|15|317517
"Huron County, Ohio"|1605961|"BeD"|"Belmore loam, 12 to 18 percent slopes"|1|317517
"Huron County, Ohio"|167956|"BgA"|"Bennington silt loam, 0 to 2 percent slopes"|100995|317517
"Huron County, Ohio"|167957|"BgB"|"Bennington silt loam, 2 to 6 percent slopes"|20677|317517
"Huron County, Ohio"|1605962|"BgB2"|"Bennington silt loam, 2 to 6 percent slopes, moderately eroded"|10|317517
"Huron County, Ohio"|167958|"BkA"|"Bixler loamy fine sand, 0 to 2 percent slopes"|475|317517
"Huron County, Ohio"|2764948|"Ble1A1"|"Blount silt loam, end moraine, 0 to 2 percent slopes"|645|317517
"Huron County, Ohio"|2765007|"Ble1B1"|"Blount silt loam, end moraine, 2 to 4 percent slopes"|626|317517
"Huron County, Ohio"|167959|"Blg1A1"|"Blount silt loam, ground moraine, 0 to 2 percent slopes"|2315|317517
"Huron County, Ohio"|167960|"Blg1B1"|"Blount silt loam, ground moraine, 2 to 4 percent slopes"|622|317517
"Huron County, Ohio"|167961|"BrF"|"Brecksville silt loam, 40 to 70 percent slopes"|247|317517
"Huron County, Ohio"|1605968|"CcC2"|"Cardington silty clay loam, 6 to 12 percent slopes, eroded"|2|317517
"Huron County, Ohio"|167964|"Ce"|"Carlisle muck, Central Ohio clayey till plain, drained, 0 to 2 percent slopes"|1318|317517
"Huron County, Ohio"|2996485|"Cen1B1"|"Centerburg silt loam, 2 to 6 percent slopes"|7707|317517
"Huron County, Ohio"|2996547|"Cen1B2"|"Centerburg silt loam, 2 to 6 percent slopes, eroded"|29|317517
"Huron County, Ohio"|2996561|"Cen1C1"|"Centerburg silt loam, 6 to 12 percent slopes"|5|317517
"Huron County, Ohio"|2996698|"Cen1C2"|"Centerburg silt loam, 6 to 12 percent slopes, eroded"|491|317517
"Huron County, Ohio"|167965|"Cf"|"Carlisle muck, Central Ohio clayey till plain, 0 to 2 percent slopes"|944|317517
"Huron County, Ohio"|167966|"CgB"|"Castalia channery silt loam, 2 to 6 percent slopes"|95|317517
"Huron County, Ohio"|167967|"ChB"|"Chili loam, loamy substratum, 2 to 6 percent slopes"|8384|317517
"Huron County, Ohio"|167968|"ChC"|"Chili loam, loamy substratum, 6 to 12 percent slopes"|920|317517
"Huron County, Ohio"|1605969|"CjB"|"Castalia very channery loam, 2 to 6 percent slopes"|23|317517
"Huron County, Ohio"|167969|"CkE"|"Chili-Udorthents complex, 18 to 30 percent slopes"|243|317517
"Huron County, Ohio"|1605990|"ClB"|"Chili loam, 2 to 6 percent slopes"|20|317517
"Huron County, Ohio"|167970|"Cm"|"Colwood silt loam"|4299|317517
"Huron County, Ohio"|167971|"Co"|"Condit silty clay loam"|17941|317517
"Huron County, Ohio"|1606008|"CpA"|"Colwood loam, 0 to 1 percent slopes"|6|317517
"Huron County, Ohio"|1605970|"CrA"|"Condit silt loam, 0 to 1 percent slopes"|87|317517
"Huron County, Ohio"|2996484|"Crd1B1"|"Cardington silt loam, 2 to 6 percent slopes"|57355|317517
"Huron County, Ohio"|2996546|"Crd1B2"|"Cardington silt loam, 2 to 6 percent slopes, eroded"|2|317517
"Huron County, Ohio"|2996560|"Crd1C1"|"Cardington silt loam, 6 to 12 percent slopes"|19|317517
"Huron County, Ohio"|2996699|"Crd1C2"|"Cardington silt loam, 6 to 12 percent slopes, eroded"|5303|317517
"Huron County, Ohio"|1605971|"EmA"|"Elnora loamy fine sand, 0 to 4 percent slopes"|73|317517
"Huron County, Ohio"|167972|"EnA"|"Elnora loamy fine sand, 1 to 3 percent slopes"|573|317517
"Huron County, Ohio"|1605964|"FcA"|"Fitchville silt loam, 0 to 2 percent slopes"|5|317517
"Huron County, Ohio"|1605972|"FpA"|"Fries silty clay loam, 0 to 1 percent slopes"|594|317517
"Huron County, Ohio"|167973|"Fr"|"Fries silty clay loam"|1754|317517
"Huron County, Ohio"|2569702|"Gwd5C2"|"Glynwood clay loam, 6 to 12 percent slopes, eroded"|67|317517
"Huron County, Ohio"|2856777|"Gwe5B2"|"Glynwood clay loam, end moraine, 2 to 6 percent slopes, eroded"|532|317517
"Huron County, Ohio"|1605993|"Gwg1B1"|"Glynwood silt loam, ground moraine, 2 to 6 percent slopes"|156|317517
"Huron County, Ohio"|2856778|"Gwg5B2"|"Glynwood clay loam, ground moraine, 2 to 6 percent slopes, eroded"|343|317517
"Huron County, Ohio"|1605973|"HhA"|"Haskins loam, 0 to 2 percent slopes"|365|317517
"Huron County, Ohio"|167975|"HkA"|"Haskins loam, 0 to 3 percent slopes"|6340|317517
"Huron County, Ohio"|1605974|"HnA"|"Holly silt loam, 0 to 1 percent slopes, occasionally flooded"|16|317517
"Huron County, Ohio"|167976|"Ho"|"Holly silt loam, frequently flooded"|1508|317517
"Huron County, Ohio"|1605975|"HrA"|"Hornell silty clay loam, 0 to 2 percent slopes"|27|317517
"Huron County, Ohio"|1605976|"JsA"|"Jimtown loam, 0 to 2 percent slopes"|34|317517
"Huron County, Ohio"|167977|"JtA"|"Jimtown loam, 0 to 3 percent slopes"|2297|317517
"Huron County, Ohio"|1605977|"KaA"|"Kibbie fine sandy loam, 0 to 2 percent slopes"|12|317517
"Huron County, Ohio"|167978|"KbA"|"Kibbie loam, 0 to 2 percent slopes"|7313|317517
"Huron County, Ohio"|167979|"Le"|"Lenawee silty clay loam"|3492|317517
"Huron County, Ohio"|167980|"Lf"|"Lenawee variant silty clay loam"|589|317517
"Huron County, Ohio"|167981|"Lm"|"Linwood muck"|1553|317517
"Huron County, Ohio"|167982|"Ln"|"Lobdell silt loam, rarely flooded"|2135|317517
"Huron County, Ohio"|167983|"Lo"|"Lobdell silt loam, frequently flooded"|6676|317517
"Huron County, Ohio"|1605991|"Lp"|"Lobdell silt loam"|53|317517
"Huron County, Ohio"|1605998|"Lq"|"Lorain silty clay loam"|20|317517
"Huron County, Ohio"|167984|"LrB"|"Lordstown loam, 2 to 6 percent slopes"|269|317517
"Huron County, Ohio"|1606000|"Lu"|"Luray silty clay loam"|43|317517
"Huron County, Ohio"|1606002|"LzB"|"Lykens silt loam, 2 to 6 percent slopes"|7|317517
"Huron County, Ohio"|1605978|"MkA"|"Millsdale silty clay loam, 0 to 1 percent slopes"|275|317517
"Huron County, Ohio"|167985|"Mm"|"Millsdale silty clay loam"|231|317517
"Huron County, Ohio"|1605995|"MnA"|"Milton silt loam, 0 to 2 percent slopes"|13|317517
"Huron County, Ohio"|167986|"MnB"|"Milton silt loam, 2 to 6 percent slopes"|367|317517
"Huron County, Ohio"|167987|"Mr"|"Miner silty clay loam, 0 to 2 percent slopes"|1702|317517
"Huron County, Ohio"|167988|"MwB"|"Mitiwanga silt loam, 1 to 4 percent slopes"|202|317517
"Huron County, Ohio"|1605980|"MxB"|"Mitiwanga silt loam, 2 to 6 percent slopes"|33|317517
"Huron County, Ohio"|1605999|"Om"|"Orrville silt loam"|45|317517
"Huron County, Ohio"|1605981|"OnA"|"Orrville silt loam, bedrock substratum, 0 to 2 percent slopes, occasionally flooded"|1|317517
"Huron County, Ohio"|1605982|"OpA"|"Orrville silt loam, bedrock substratum, 0 to 2 percent slopes, frequently flooded"|84|317517
"Huron County, Ohio"|167989|"Or"|"Orrville silt loam, frequently flooded"|4190|317517
"Huron County, Ohio"|167990|"OsB"|"Oshtemo fine sandy loam, 2 to 6 percent slopes"|2486|317517
"Huron County, Ohio"|167991|"OtB"|"Otisville gravelly sandy loam, 2 to 6 percent slopes"|188|317517
"Huron County, Ohio"|1605983|"OvB"|"Oshtemo loamy sand, 0 to 6 percent slopes"|80|317517
"Huron County, Ohio"|167992|"Pa"|"Pandora silty clay loam"|968|317517
"Huron County, Ohio"|1605984|"PkA"|"Pewamo silty clay loam, 0 to 1 percent slopes"|1076|317517
"Huron County, Ohio"|167993|"Pm"|"Pewamo silty clay loam"|12662|317517
"Huron County, Ohio"|167994|"Pn"|"Pinnebog muck"|321|317517
"Huron County, Ohio"|167995|"Ps"|"Pits"|155|317517
"Huron County, Ohio"|167996|"PuA"|"Prout silt loam, 0 to 2 percent slopes"|779|317517
"Huron County, Ohio"|167997|"SaF"|"Saylesville silt loam, 25 to 40 percent slopes"|1159|317517
"Huron County, Ohio"|1605992|"Sb"|"Sebring silt loam"|32|317517
"Huron County, Ohio"|167998|"ScB"|"Shinrock silt loam, 2 to 6 percent slopes"|819|317517
"Huron County, Ohio"|1605997|"Sd"|"Shoals silt loam, 0 to 2 percent slopes, frequently flooded"|225|317517
"Huron County, Ohio"|1605996|"SeA"|"Seward loamy fine sand, 0 to 2 percent slopes"|13|317517
"Huron County, Ohio"|1605965|"Sh"|"Shoals silt loam, 0 to 2 percent slopes, occasionally flooded"|98|317517
